"id","eixo","subeixo","modalidade","fonte","subfonte","ano_selecao","uf","municipio","regiao","codigo","grupo_modalidade","vlr_portaria_ogu","vlr_portaria_fin","vlr_portaria_total","status_selecao","tipo_financiamento","origem_dado","num_portaria","link_portaria"
S-75,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RS,GUAIBA,Sul,"56000001510/2025",Seleção Normal,39677560.61,0,39677560.61,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-76,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,RS,SAO LOURENCO DO SUL,Sul,"56000001518/2025",Seleção Normal,37774425,0,37774425,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-77,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SC,BALNEARIO CAMBORIU,Sul,"56000000878/2025",Seleção Normal,29679584.38,0,29679584.38,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-78,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SC,JOINVILLE,Sul,"56000000616/2025",Seleção Normal,80000000,0,80000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-79,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,BOTUCATU,Sudeste,"56000002254/2025",Seleção Normal,71710000,0,71710000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-80,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,GUARULHOS,Sudeste,"56000000771/2025",Seleção Normal,46000000,0,46000000,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-81,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Drenagem Urbana,OGU,OGU,2025,SP,OSASCO,Sudeste,"56000002099/2025",Seleção Normal,49770353.13,0,49770353.13,selecionada,,Novo PAC - Seleção,"1.083, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-1.083-de-18-de-setembro-de-2025-657673658
S-82,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,GO,ANAPOLIS,Centro-Oeste,"56000000994/2025",Seleção Normal,4050000,0,4050000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-83,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,AL,MARECHAL DEODORO,Nordeste,"56000002287/2025",Seleção Normal,12000000,0,12000000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-84,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,CAMACARI,Nordeste,"56000001679/2025",Seleção Normal,15314992.6,0,15314992.6,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-85,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,BA,JACOBINA,Nordeste,"56000000410/2025",Seleção Normal,3374634.01,0,3374634.01,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-86,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,CE,PACOTI,Nordeste,"56000002182/2025",Seleção Normal,9236274.12,0,9236274.12,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-87,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PB,JOAO PESSOA,Nordeste,"56000000784/2025",Seleção Normal,6331841.15,0,6331841.15,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-88,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PE,JABOATAO DOS GUARARAPES,Nordeste,"56000000740/2025",Seleção Normal,38344235.71,0,38344235.71,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-89,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PE,SAO VICENTE FERRER,Nordeste,"56000000452/2025",Seleção Normal,684450,0,684450,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-90,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,AM,MANAUS,Norte,"56000002385/2025",Seleção Normal,4072331.45,0,4072331.45,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-91,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PA,SANTAREM,Norte,"56000002232/2025",Seleção Normal,38000000,0,38000000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-92,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,ES,NOVA VENECIA,Sudeste,"56000000737/2025",Seleção Normal,1987096.09,0,1987096.09,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-93,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,ES,VIANA,Sudeste,"56000000127/2025",Seleção Normal,5152690.36,0,5152690.36,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-94,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,MG,BELO HORIZONTE,Sudeste,"56000001111/2025",Seleção Normal,7485839,0,7485839,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-95,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,MG,MURIAE,Sudeste,"56000001471/2025",Seleção Normal,26365149.49,0,26365149.49,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-96,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RJ,ANGRA DOS REIS,Sudeste,"56000001250/2025",Seleção Normal,39618023.3,0,39618023.3,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-97,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RJ,NOVA FRIBURGO,Sudeste,"56000000981/2025",Seleção Normal,13302000,0,13302000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-98,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,DIADEMA,Sudeste,"56000000943/2025",Seleção Normal,9559219.76,0,9559219.76,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-99,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,GUARULHOS,Sudeste,"56000000532/2025",Seleção Normal,21105000,0,21105000,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-100,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,JUNDIAI,Sudeste,"56000000701/2025",Seleção Normal,16035757.19,0,16035757.19,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-101,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SP,SAO BERNARDO DO CAMPO,Sudeste,"56000000300/2025",Seleção Normal,17025937.55,0,17025937.55,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-102,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,PR,COLOMBO,Sul,"56000001575/2025",Seleção Normal,5349510.37,0,5349510.37,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-103,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,RS,CAXIAS DO SUL,Sul,"56000000824/2025",Seleção Normal,1233478.35,0,1233478.35,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-104,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SC,BALNEARIO CAMBORIU,Sul,"56000000458/2025",Seleção Normal,726411.24,0,726411.24,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-105,Cidades Sustentáveis e Resilientes,Prevenção a Desastres,Contenção de Encostas,OGU,OGU,2025,SC,SAO JOAQUIM,Sul,"56000000628/2025",Seleção Normal,1142857.14,0,1142857.14,selecionada,,Novo PAC - Seleção,"1.075, de 2025",https://www.in.gov.br/en/web/dou/-/portaria-n-1.075-de-17-de-setembro-de-2025-657769071
S-106,Cidades Sustentáveis e Resilientes,Periferia Viva,Regularização Fundiária,OGU,OGU,2024,MA,VIANA,Nordeste,"56000005742/2023",Seleção Normal,750000,0,750000,selecionada,,Novo PAC - Seleção,"450, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-7-de-maio-de-2024-558553649
S-107,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,BA,TUCANO,Nordeste,"56000002732/2023",Seleção Normal,95274100.12,0,95274100.12,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-108,Cidades Sustentáveis e Resilientes,Periferia Viva,Regularização Fundiária,OGU,OGU,2024,RJ,PARACAMBI,Sudeste,"56000002882/2023",Seleção Normal,600000,0,600000,selecionada,,Novo PAC - Seleção,"450, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-450-de-7-de-maio-de-2024-558553649
S-109,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,CE,SOBRAL,Nordeste,"56000000157/2023",Seleção Normal,0,20000000,20000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-110,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,BA,ALAGOINHAS,Nordeste,"56000001154/2023",Seleção Normal,0,35000000,35000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-111,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,PETROPOLIS,Sudeste,"56000001508/2023",Seleção Normal,0,241834923.75,241834923.75,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-112,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PR,FOZ DO IGUACU,Sul,"56000002001/2023",Seleção Normal,0,7605000,7605000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-113,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,MACAE,Sudeste,"56000002450/2023",Seleção Normal,0,95340000,95340000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-114,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SC,JOINVILLE,Sul,"56000003304/2023",Seleção Normal,0,50000000,50000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-115,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,ANGRA DOS REIS,Sudeste,"56000003542/2023",Seleção Normal,0,2400000,2400000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-116,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,MT,RONDONOPOLIS,Centro-Oeste,"56000003809/2023",Seleção Normal,0,38500000,38500000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-117,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,AP,MACAPA,Norte,"56000004709/2023",Seleção Normal,0,271764454.4,271764454.4,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-118,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,PI,TERESINA,Nordeste,"56000004870/2023",Seleção Normal,0,95340000,95340000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-119,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,BA,VITORIA DA CONQUISTA,Nordeste,"56000005650/2023",Seleção Normal,0,95340000,95340000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-120,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,RJ,CABO FRIO,Sudeste,"56000005957/2023",Seleção Normal,0,95340000,95340000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-121,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,ES,ITAGUACU,Sudeste,"56000005230/2023",Seleção Normal,1467288.69,0,1467288.69,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-122,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SC,CHAPECO,Sul,"56000006418/2023",Seleção Normal,0,40324000,40324000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-123,Cidades Sustentáveis e Resilientes,Mobilidade Urbana Sustentável,Renovação de Frota,FIN,FGTS,2024,SP,SANTANA DE PARNAIBA,Sudeste,"56000007028/2023",Seleção Normal,0,5000000,5000000,selecionada,Setor Público,Novo PAC - Seleção,"445, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-445-de-7-de-maio-de-2024-558553015
S-124,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,SP,DIADEMA,Sudeste,"56000000449/2023",Seleção Normal,197971221,0,197971221,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-125,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,CE,FORTALEZA,Nordeste,"56000000542/2023",Seleção Normal,69092515,0,69092515,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-126,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,RN,NATAL,Nordeste,"56000001789/2023",Seleção Normal,34718600,0,34718600,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-127,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,SE,ARACAJU,Nordeste,"56000002123/2023",Seleção Normal,23804982,0,23804982,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-128,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,MA,SAO LUIS,Nordeste,"56000002539/2023",Seleção Normal,150100000,0,150100000,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-129,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,SP,MAUA,Sudeste,"56000002962/2023",Seleção Normal,159745250,0,159745250,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-130,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,SP,SAO VICENTE,Sudeste,"56000004062/2023",Seleção Normal,49625000,0,49625000,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-131,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,PA,"BELEM, ANANINDEUA",Norte,"56000004919/2023",Seleção Normal,200000000,0,200000000,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-132,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,OGU,OGU,2024,SE,SAO CRISTOVAO,Nordeste,"56000005503/2023",Seleção Normal,30000000,0,30000000,selecionada,,Novo PAC - Seleção,"449, de 2024",https://www.in.gov.br/web/dou/-/portaria-mcid-n-449-de-7-de-maio-de-2024-558553094
S-133,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,AM,APUI,Norte,"56000002503/2023",Seleção Normal,28547601.97,0,28547601.97,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-134,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PI,AGRICOLANDIA,Nordeste,"56000005823/2023",Seleção Normal,8098172.67,0,8098172.67,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-135,Cidades Sustentáveis e Resilientes,Periferia Viva,Urbanização de Favelas,FIN,FGTS,2025,PB,JOAO PESSOA,Nordeste,"56000002532/2025",Seleção Normal,0,94772045.48,94772045.48,enquadrada,Setor Privado,Novo PAC - Seleção,"825, de 2025",https://www.in.gov.br/web/dou/-/portaria-mcid-n-825-de-24-de-julho-de-2025-644423269
S-136,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,RS,SAO LEOPOLDO,Sul,"56000002971/2023",Seleção Normal,75687613.14,0,75687613.14,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-137,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,PA,GURUPA,Norte,"56000003093/2023",Seleção Normal,4584759.3,0,4584759.3,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-138,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,SP,SOROCABA,Sudeste,"56000003303/2023",Seleção Normal,1000000,0,1000000,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
S-139,Cidades Sustentáveis e Resilientes,Esgotamento Sanitário,Esgotamento Sanitário,OGU,OGU,2024,SC,TIJUCAS,Sul,"56000003400/2023",Seleção Normal,6822836.06,0,6822836.06,selecionada,,Novo PAC - Seleção,"769, de 2024",https://www.in.gov.br/en/web/dou/-/portaria-mcid-n-769-de-26-de-julho-de-2024-574546917
